Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Total Irr,Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Including Shade,Scaled For System,Better Shade Calc,Scaled 2,Diff,Ideal,Shaded Daily Output (W),Ideal Daily Output (W),Percentage
1,9,10,778,97,875,18,3,0.13,622.302,32.681,557.301,83.59515,947.969001,61.78079657,700.5942331,-247.3747679,6319.79334,17718.0964,26201.65968,0.676220385
1,9,11,217,281,498,19,3.2,0.13,427.001,28.695,379.292,379.292,4301.17128,379.292,4301.17128,0,4301.17128,17718.0964,26201.65968,0.676220385
1,9,12,253,297,550,20,3.2,0.13,442.471,30.041,390.374,390.374,4426.84116,390.374,4426.84116,0,4426.84116,17718.0964,26201.65968,0.676220385
1,9,13,277,277,554,20,3.1,0.13,398.838,29.201,352.459,352.459,3996.88506,352.459,3996.88506,0,3996.88506,17718.0964,26201.65968,0.676220385
1,9,14,485,191,676,19,3,0.13,341.362,26.948,295.062,295.062,3346.00308,83.36810947,945.3943614,-2400.608719,3346.00308,17718.0964,26201.65968,0.676220385
1,9,15,0,115,115,18,2.8,0.13,106.671,20.594,94.166,94.166,1067.84244,94.166,1067.84244,0,1067.84244,17718.0964,26201.65968,0.676220385
1,9,16,61,96,157,17,2.6,0.13,81.078,19.043,71.296,71.296,808.49664,43.59500637,494.3673722,-314.1292678,808.49664,17718.0964,26201.65968,0.676220385
1,9,17,0,16,16,16,2.9,0.13,15.138,16.304,7.71,7.71,87.4314,7.71,87.4314,0,87.4314,17718.0964,26201.65968,0.676220385
1,9,18,0,0,0,16,3.5,0.13,0,16,0,0,0,0,0,0,0,17718.0964,26201.65968,0.676220385
1,9,19,0,0,0,16,3.8,0.13,0,16,0,0,0,0,0,0,0,17718.0964,26201.65968,0.676220385
1,9,20,0,0,0,16,3.9,0.13,0,16,0,0,0,0,0,0,0,17718.0964,26201.65968,0.676220385
1,9,21,0,0,0,17,3.6,0.13,0,17,0,0,0,0,0,0,0,17718.0964,26201.65968,0.676220385
1,9,22,0,0,0,16,3.8,0.13,0,16,0,0,0,0,0,0,0,17718.0964,26201.65968,0.676220385
1,9,23,0,0,0,15,5,0.13,0,15,0,0,0,0,0,0,0,17718.0964,26201.65968,0.676220385
1,10,0,0,0,0,13,6.1,0.13,0,13,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,1,0,0,0,11,6.5,0.13,0,11,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,2,0,0,0,9,6.2,0.13,0,9,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,3,0,0,0,8,5.9,0.13,0,8,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,4,0,0,0,8,5.6,0.13,0,8,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,5,0,0,0,7,5.5,0.13,0,7,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,6,0,0,0,7,5.3,0.13,0,7,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,7,0,0,0,7,5.4,0.13,0,0,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,8,0,53,53,7,5.5,0.13,51.185,7.845,46.044,6.9066,78.320844,46.044,522.13896,443.818116,522.13896,9664.800162,9764.18226,0.9898217694
1,10,9,0,21,21,9,5.4,0.13,19.855,9.332,17.163,2.57445,29.194263,17.163,194.62842,165.434157,194.62842,9664.800162,9764.18226,0.9898217694
1,10,10,0,52,52,10,5.3,0.13,49.267,10.833,43.593,6.53895,74.151693,43.593,494.34462,420.192927,494.34462,9664.800162,9764.18226,0.9898217694
1,10,11,121,283,404,11,5.2,0.13,366.273,17.268,337.802,337.802,3830.67468,337.802,3830.67468,0,3830.67468,9664.800162,9764.18226,0.9898217694
1,10,12,0,138,138,12,5.2,0.13,131.126,14.239,117.772,117.772,1335.53448,117.772,1335.53448,0,1335.53448,9664.800162,9764.18226,0.9898217694
1,10,13,0,128,128,12,5.2,0.13,121.168,14.07,108.762,108.762,1233.36108,108.762,1233.36108,0,1233.36108,9664.800162,9764.18226,0.9898217694
1,10,14,0,94,94,12,5.2,0.13,89.08,13.524,79.667,79.667,903.42378,79.667,903.42378,0,903.42378,9664.800162,9764.18226,0.9898217694
1,10,15,0,83,83,11,5.1,0.13,78.427,12.362,70.753,70.753,802.33902,70.753,802.33902,0,802.33902,9664.800162,9764.18226,0.9898217694
1,10,16,0,36,36,10,4.6,0.13,34.056,10.631,29.951,29.951,339.64434,29.951,339.64434,0,339.64434,9664.800162,9764.18226,0.9898217694
1,10,17,251,22,273,8,4.2,0.13,17.889,8.294,9.532,9.532,108.09288,0.7681465201,8.710781538,-99.38209846,108.09288,9664.800162,9764.18226,0.9898217694
1,10,18,0,0,0,7,4.4,0.13,0,7,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,19,0,0,0,6,4.6,0.13,0,6,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,20,0,0,0,5,4.7,0.13,0,5,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,21,0,0,0,5,4.8,0.13,0,5,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,22,0,0,0,4,4.8,0.13,0,4,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,10,23,0,0,0,4,5,0.13,0,4,0,0,0,0,0,0,0,9664.800162,9764.18226,0.9898217694
1,11,0,0,0,0,3,5.1,0.13,0,3,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,1,0,0,0,3,5,0.13,0,3,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,2,0,0,0,3,5,0.13,0,3,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,3,0,0,0,3,5,0.13,0,3,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,4,0,0,0,2,5,0.13,0,2,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,5,0,0,0,2,4.9,0.13,0,2,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,6,0,0,0,2,4.9,0.13,0,2,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,7,0,0,0,3,5,0.13,0,0,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,8,618,55,673,5,5.3,0.13,376.844,11.397,360.913,54.13695,613.913013,29.49511887,334.474648,-279.438365,4092.75342,22544.77503,44522.04204,0.5063733378
1,11,9,812,75,887,7,5.4,0.13,577.504,16.728,554.135,83.12025,942.583635,46.85470688,531.332376,-411.251259,6283.8909,22544.77503,44522.04204,0.5063733378
1,11,10,903,85,988,10,5.3,0.13,693.741,21.801,648.129,97.21935,1102.467429,55.76008603,632.3193756,-470.1480534,7349.78286,22544.77503,44522.04204,0.5063733378
1,11,11,947,89,1036,12,5.1,0.13,724.762,24.615,665.885,665.885,7551.1359,665.885,7551.1359,0,7551.1359,22544.77503,44522.04204,0.5063733378
1,11,12,961,90,1051,13,4.7,0.13,682.569,25.493,623.477,623.477,7070.22918,623.477,7070.22918,0,7070.22918,22544.77503,44522.04204,0.5063733378
1,11,13,952,87,1039,14,4.3,0.13,571.905,25.044,522.608,522.608,5926.37472,522.608,5926.37472,0,5926.37472,22544.77503,44522.04204,0.5063733378
1,11,14,917,81,998,15,4.1,0.13,407.696,22.982,354.842,354.842,4023.90828,28.7998016,326.5897502,-3697.31853,4023.90828,22544.77503,44522.04204,0.5063733378
1,11,15,844,72,916,15,3.8,0.13,208.535,19.02,150.279,150.279,1704.16386,11.81232314,133.9517445,-1570.212116,1704.16386,22544.77503,44522.04204,0.5063733378
1,11,16,693,56,749,13,3.2,0.13,41.996,13.954,36.529,36.529,414.23886,2.731140187,30.97112972,-383.2677303,414.23886,22544.77503,44522.04204,0.5063733378
1,11,17,292,22,314,11,3,0.13,17.737,11.35,9.309,9.309,105.56406,0.6522229299,7.396208025,-98.16785197,105.56406,22544.77503,44522.04204,0.5063733378
1,11,18,0,0,0,10,3.4,0.13,0,10,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,19,0,0,0,9,3.6,0.13,0,9,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,20,0,0,0,8,3.7,0.13,0,8,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,21,0,0,0,7,3.6,0.13,0,7,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,22,0,0,0,7,3.5,0.13,0,7,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,11,23,0,0,0,7,3.4,0.13,0,7,0,0,0,0,0,0,0,22544.77503,44522.04204,0.5063733378
1,12,0,0,0,0,7,3.3,0.13,0,7,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,1,0,0,0,7,3,0.13,0,7,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,2,0,0,0,7,2.7,0.13,0,7,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,3,0,0,0,7,2.4,0.13,0,7,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,4,0,0,0,7,2.2,0.13,0,7,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,5,0,0,0,7,2.2,0.13,0,7,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,6,0,0,0,6,2.3,0.13,0,6,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,7,0,0,0,6,2.5,0.13,0,0,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,8,551,59,610,8,2.5,0.13,349.876,16.996,327.728,49.1592,557.465328,31.69828197,359.4585175,-198.0068105,3716.43552,21907.93783,42557.61384,0.5147830401
1,12,9,757,82,839,10,2.4,0.13,556.404,24.634,517.985,77.69775,881.092485,50.6254708,574.0928389,-306.9996461,5873.9499,21907.93783,42557.61384,0.5147830401
1,12,10,876,86,962,13,2.3,0.13,678.836,31.157,612.052,91.8078,1041.100452,54.71566736,620.4756679,-420.6247841,6940.66968,21907.93783,42557.61384,0.5147830401
1,12,11,919,92,1011,15,1.9,0.13,711.451,35.567,626.597,626.597,7105.60998,626.597,7105.60998,0,7105.60998,21907.93783,42557.61384,0.5147830401
1,12,12,933,94,1027,16,1.7,0.13,671.799,36.243,588.485,588.485,6673.4199,588.485,6673.4199,0,6673.4199,21907.93783,42557.61384,0.5147830401
1,12,13,921,94,1015,17,1.9,0.13,565.285,33.329,500.322,500.322,5673.65148,500.322,5673.65148,0,5673.65148,21907.93783,42557.61384,0.5147830401
1,12,14,888,88,976,17,2.2,0.13,403.274,27.819,345.075,345.075,3913.1505,31.11331967,352.8250451,-3560.325455,3913.1505,21907.93783,42557.61384,0.5147830401
1,12,15,814,78,892,16,2.3,0.13,210.88,21.253,152.694,152.694,1731.54996,13.35216592,151.4135615,-1580.136398,1731.54996,21907.93783,42557.61384,0.5147830401
1,12,16,112,101,213,14,2,0.13,81.149,16.293,72.22,72.22,818.9748,34.24516432,388.3401634,-430.6346366,818.9748,21907.93783,42557.61384,0.5147830401
1,12,17,270,23,293,12,1.9,0.13,18.57,12.45,9.718,9.718,110.20212,0.7628464164,8.650678362,-101.5514416,110.20212,21907.93783,42557.61384,0.5147830401
1,12,18,0,0,0,12,2,0.13,0,12,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,19,0,0,0,11,1.9,0.13,0,11,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,20,0,0,0,10,1.9,0.13,0,10,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,21,0,0,0,10,1.9,0.13,0,10,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,22,0,0,0,10,1.8,0.13,0,10,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,12,23,0,0,0,10,1.7,0.13,0,10,0,0,0,0,0,0,0,21907.93783,42557.61384,0.5147830401
1,13,0,0,0,0,9,1.7,0.13,0,9,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,1,0,0,0,8,1.9,0.13,0,8,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,2,0,0,0,8,2,0.13,0,8,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,3,0,0,0,8,1.9,0.13,0,8,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,4,0,0,0,7,1.8,0.13,0,7,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,5,0,0,0,7,1.8,0.13,0,7,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,6,0,0,0,7,1.8,0.13,0,7,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,7,0,0,0,8,2.1,0.13,0,0,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,8,633,49,682,11,2.5,0.13,374.878,20.642,347.275,52.09125,590.714775,24.95084311,282.9425609,-307.7722141,3938.0985,21560.32892,42727.32828,0.5046027868
1,13,9,802,70,872,13,2.8,0.13,568.393,26.911,525.09,78.7635,893.17809,42.15172018,478.0005069,-415.1775831,5954.5206,21560.32892,42727.32828,0.5046027868
1,13,10,879,83,962,14,2.9,0.13,679.213,30.301,614.433,92.16495,1045.150533,53.0124106,601.1607362,-443.9897968,6967.67022,21560.32892,42727.32828,0.5046027868
1,13,11,923,88,1011,15,2.7,0.13,712.051,32.665,634.298,634.298,7192.93932,634.298,7192.93932,0,7192.93932,21560.32892,42727.32828,0.5046027868
1,13,12,933,91,1024,16,2.5,0.13,671.252,33.252,594.933,594.933,6746.54022,594.933,6746.54022,0,6746.54022,21560.32892,42727.32828,0.5046027868
1,13,13,927,88,1015,16,2.5,0.13,565.294,30.531,506.193,506.193,5740.22862,506.193,5740.22862,0,5740.22862,21560.32892,42727.32828,0.5046027868
1,13,14,894,83,977,17,2.6,0.13,406.383,27.119,349.171,349.171,3959.59914,29.66345241,336.3835503,-3623.21559,3959.59914,21560.32892,42727.32828,0.5046027868
1,13,15,820,74,894,16,2.6,0.13,210.806,20.966,152.737,152.737,1732.03758,12.64265996,143.3677639,-1588.669816,1732.03758,21560.32892,42727.32828,0.5046027868
1,13,16,670,58,728,14,2.1,0.13,39.486,15.092,34.085,34.085,386.5239,2.715563187,30.79448654,-355.7294135,386.5239,21560.32892,42727.32828,0.5046027868
1,13,17,292,23,315,12,1.7,0.13,18.409,12.465,9.627,9.627,109.17018,0.7029238095,7.971156,-101.199024,109.17018,21560.32892,42727.32828,0.5046027868
1,13,18,0,0,0,11,1.8,0.13,0,11,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,19,0,0,0,10,2,0.13,0,10,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,20,0,0,0,10,2.2,0.13,0,10,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,21,0,0,0,9,2.3,0.13,0,9,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,22,0,0,0,9,2.3,0.13,0,9,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,13,23,0,0,0,9,2.2,0.13,0,9,0,0,0,0,0,0,0,21560.32892,42727.32828,0.5046027868
1,14,0,0,0,0,9,2.1,0.13,0,9,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,1,0,0,0,8,2.1,0.13,0,8,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,2,0,0,0,8,2.1,0.13,0,8,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,3,0,0,0,8,2.2,0.13,0,8,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,4,0,0,0,8,2.1,0.13,0,8,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,5,0,0,0,8,2.1,0.13,0,8,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,6,0,0,0,8,2,0.13,0,8,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,7,0,0,0,9,2.1,0.13,0,0,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,8,195,77,272,12,2.2,0.13,191.699,17.211,175.924,26.3886,299.246724,49.80201471,564.7548468,265.5081228,1994.97816,21674.92903,40507.00164,0.5350909262
1,14,9,794,71,865,14,2,0.13,566.085,30.097,516.514,77.4771,878.590314,42.39594682,480.7700369,-397.8202771,5857.26876,21674.92903,40507.00164,0.5350909262
1,14,10,880,81,961,16,1.8,0.13,679.45,36.09,600.918,90.1377,1022.161518,50.64969615,574.3675543,-447.7939637,6814.41012,21674.92903,40507.00164,0.5350909262
1,14,11,921,87,1008,17,1.9,0.13,711.875,37.579,621.959,621.959,7053.01506,621.959,7053.01506,0,7053.01506,21674.92903,40507.00164,0.5350909262
1,14,12,936,89,1025,18,2.4,0.13,673.615,35.637,591.431,591.431,6706.82754,591.431,6706.82754,0,6706.82754,21674.92903,40507.00164,0.5350909262
1,14,13,926,89,1015,18,3,0.13,568.395,31.382,507.365,507.365,5753.5191,507.365,5753.5191,0,5753.5191,21674.92903,40507.00164,0.5350909262
1,14,14,891,85,976,18,3.6,0.13,409.731,26.646,353.306,353.306,4006.49004,30.76947746,348.9258744,-3657.564166,4006.49004,21674.92903,40507.00164,0.5350909262
1,14,15,821,76,897,17,3.7,0.13,215.179,21.239,156.799,156.799,1778.10066,13.28508807,150.6528987,-1627.447761,1778.10066,21674.92903,40507.00164,0.5350909262
1,14,16,677,58,735,15,3.2,0.13,43.294,15.983,37.406,37.406,424.18404,2.951765986,33.47302629,-390.7110137,424.18404,21674.92903,40507.00164,0.5350909262
1,14,17,305,24,329,13,2.6,0.13,19.239,13.415,10.424,10.424,118.20816,0.7604133739,8.62308766,-109.5850723,118.20816,21674.92903,40507.00164,0.5350909262
1,14,18,0,0,0,11,2.5,0.13,0,11,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,19,0,0,0,11,2.5,0.13,0,11,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,20,0,0,0,11,2.6,0.13,0,11,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,21,0,0,0,11,2.8,0.13,0,11,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,22,0,0,0,11,2.9,0.13,0,11,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,14,23,0,0,0,11,2.9,0.13,0,11,0,0,0,0,0,0,0,21674.92903,40507.00164,0.5350909262
1,15,0,0,0,0,11,2.9,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,1,0,0,0,11,2.9,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,2,0,0,0,11,2.8,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,3,0,0,0,11,2.8,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,4,0,0,0,11,2.7,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,5,0,0,0,11,2.6,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,6,0,0,0,11,2.6,0.13,0,11,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,7,0,0,0,13,3.1,0.13,0,0,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,8,473,67,540,16,3.8,0.13,322.687,22.697,295.368,44.3052,502.420968,36.64751111,415.582776,-86.838192,3349.47312,20999.55721,39221.52192,0.5354090353
1,15,9,663,100,763,18,4.3,0.13,524.298,28.167,480.58,72.087,817.46658,62.98558322,714.2565138,-103.2100662,5449.7772,20999.55721,39221.52192,0.5354090353
1,15,10,764,118,882,19,4.6,0.13,646.939,31.02,582.388,87.3582,990.641988,77.91585488,883.5657943,-107.0761937,6604.27992,20999.55721,39221.52192,0.5354090353
1,15,11,628,186,814,20,4.6,0.13,623.373,31.553,554.703,554.703,6290.33202,554.703,6290.33202,0,6290.33202,20999.55721,39221.52192,0.5354090353
1,15,12,834,130,964,20,4.9,0.13,654.561,31.668,582.535,582.535,6605.9469,582.535,6605.9469,0,6605.9469,20999.55721,39221.52192,0.5354090353
1,15,13,417,256,673,20,5,0.13,457.871,28.043,408.889,408.889,4636.80126,408.889,4636.80126,0,4636.80126,20999.55721,39221.52192,0.5354090353
1,15,14,592,164,756,19,4.7,0.13,367.273,25.651,320.07,320.07,3629.5938,69.4331746,787.3722,-2842.2216,3629.5938,20999.55721,39221.52192,0.5354090353
1,15,15,410,155,565,18,4.2,0.13,203.864,21.866,164.612,164.612,1866.70008,45.15904425,512.1035618,-1354.596518,1866.70008,20999.55721,39221.52192,0.5354090353
1,15,16,328,91,419,17,3.3,0.13,65.521,18.466,57.228,57.228,648.96552,12.42899284,140.9447788,-508.0207412,648.96552,20999.55721,39221.52192,0.5354090353
1,15,17,261,26,287,15,2.5,0.13,21.056,15.479,12.315,12.315,139.6521,1.115644599,12.65140976,-127.0006902,139.6521,20999.55721,39221.52192,0.5354090353
1,15,18,0,0,0,13,2.4,0.13,0,13,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,19,0,0,0,13,2.4,0.13,0,13,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,20,0,0,0,12,2.4,0.13,0,12,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,21,0,0,0,12,2.3,0.13,0,12,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,22,0,0,0,12,2.3,0.13,0,12,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,15,23,0,0,0,12,2.4,0.13,0,12,0,0,0,0,0,0,0,20999.55721,39221.52192,0.5354090353
1,16,0,0,0,0,12,2.4,0.13,0,12,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,1,0,0,0,11,2.4,0.13,0,11,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,2,0,0,0,10,2.4,0.13,0,10,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,3,0,0,0,10,2.3,0.13,0,10,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,4,0,0,0,9,2.3,0.13,0,9,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,5,0,0,0,8,2.3,0.13,0,8,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,6,0,0,0,8,2.2,0.13,0,8,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,7,0,0,0,9,2.4,0.13,0,0,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,8,666,45,711,11,2.5,0.13,388.998,21.009,360.733,54.10995,613.606833,22.83120253,258.9058367,-354.7009963,4090.71222,21400.35119,43233.77268,0.4949915278
1,16,9,839,62,901,13,2.1,0.13,585.481,29.32,536.207,80.43105,912.088107,36.89770699,418.4199973,-493.6681097,6080.58738,21400.35119,43233.77268,0.4949915278
1,16,10,917,71,988,15,1.7,0.13,693.231,35.941,613.711,92.05665,1043.922411,44.10271356,500.1247718,-543.7976392,6959.48274,21400.35119,43233.77268,0.4949915278
1,16,11,953,77,1030,16,1.6,0.13,727.437,38.419,633.526,633.526,7184.18484,633.526,7184.18484,0,7184.18484,21400.35119,43233.77268,0.4949915278
1,16,12,963,80,1043,17,1.7,0.13,686.644,37.69,598.051,598.051,6781.89834,598.051,6781.89834,0,6781.89834,21400.35119,43233.77268,0.4949915278
1,16,13,953,80,1033,18,1.9,0.13,579.425,34.741,510.557,510.557,5789.71638,510.557,5789.71638,0,5789.71638,21400.35119,43233.77268,0.4949915278
1,16,14,923,75,998,18,2,0.13,418.139,29.687,357.123,357.123,4049.77482,26.8379008,304.3417951,-3745.433025,4049.77482,21400.35119,43233.77268,0.4949915278
1,16,15,857,67,924,17,1.9,0.13,219.103,22.915,158.245,158.245,1794.4983,11.47447511,130.1205477,-1664.377752,1794.4983,21400.35119,43233.77268,0.4949915278
1,16,16,721,52,773,16,1.6,0.13,37.632,17.155,32.114,32.114,364.17276,2.160320828,24.49803819,-339.6747218,364.17276,21400.35119,43233.77268,0.4949915278
1,16,17,369,23,392,14,1.4,0.13,19.622,14.574,12.235,12.235,138.7449,0.717869898,8.140644643,-130.6042554,138.7449,21400.35119,43233.77268,0.4949915278
1,16,18,0,0,0,12,1.5,0.13,0,12,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,19,0,0,0,11,1.7,0.13,0,11,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,20,0,0,0,11,1.9,0.13,0,11,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,21,0,0,0,10,2.1,0.13,0,10,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,22,0,0,0,10,2.4,0.13,0,10,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,16,23,0,0,0,9,2.5,0.13,0,9,0,0,0,0,0,0,0,21400.35119,43233.77268,0.4949915278
1,17,0,0,0,0,9,2.5,0.13,0,9,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,1,0,0,0,9,2.5,0.13,0,9,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,2,0,0,0,9,2.5,0.13,0,9,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,3,0,0,0,9,2.5,0.13,0,9,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,4,0,0,0,10,2.4,0.13,0,10,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,5,0,0,0,10,2.3,0.13,0,10,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,6,0,0,0,10,2.1,0.13,0,10,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,7,0,0,0,11,2.2,0.13,0,0,0,0,0,0,0,0,0,20171.11797,26245.99908,0.7685406795
1,17,8,0,18,18,13,2.6,0.13,17.004,13.428,14.243,2.13645,24.227343,14.243,161.51562,137.288277,161.51562,20171.11797,26245.99908,0.7685406795
1,17,9,141,165,306,15,2.9,0.13,266.724,21.392,244.666,36.6999,416.176866,131.9277451,1496.060629,1079.883763,2774.51244,20171.11797,26245.99908,0.7685406795
1,17,10,178,239,417,18,3.4,0.13,370.813,26.166,333.474,50.0211,567.239274,191.1277842,2167.389073,1600.149799,3781.59516,20171.11797,26245.99908,0.7685406795
1,17,11,105,288,393,20,3.7,0.13,357.29,27.492,316.203,316.203,3585.74202,316.203,3585.74202,0,3585.74202,20171.11797,26245.99908,0.7685406795
1,17,12,617,198,815,21,3.5,0.13,589.845,33.786,518.306,518.306,5877.59004,518.306,5877.59004,0,5877.59004,20171.11797,26245.99908,0.7685406795
1,17,13,304,287,591,22,3.4,0.13,429.333,31.437,376.753,376.753,4272.37902,376.753,4272.37902,0,4272.37902,20171.11797,26245.99908,0.7685406795
1,17,14,720,126,846,22,3.2,0.13,385.029,30.672,328.79,328.79,3728.4786,48.9687234,555.3053234,-3173.173277,3728.4786,20171.11797,26245.99908,0.7685406795
