Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Total Irr,Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Including Shade,Scaled For System,Better Shade Calc,Scaled 2,Diff,Ideal,Shaded Daily Output (W),Ideal Daily Output (W),Percentage
7,18,4,0,0,0,24,0.6,0.15,0,24,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,18,5,0,0,0,24,0.5,0.15,0,24,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,18,6,282,50,332,25,0.5,0.15,209.168,33.449,176.573,26.48595,300.350673,26.59231928,301.5569006,1.206227602,2002.33782,44225.13832,69692.37408,0.6345764355
7,18,7,565,88,653,27,0.7,0.15,492.096,45.982,419.84,62.976,714.14784,56.57874426,641.6029599,-72.54488012,4760.9856,44225.13832,69692.37408,0.6345764355
7,18,8,709,107,816,28,0.9,0.15,716.654,54.123,585.816,87.8724,996.473016,76.81655882,871.0997771,-125.3732389,6643.15344,44225.13832,69692.37408,0.6345764355
7,18,9,786,121,907,29,1.1,0.15,876.261,59.268,692.174,103.8261,1177.387974,92.34074311,1047.144027,-130.2439471,7849.25316,44225.13832,69692.37408,0.6345764355
7,18,10,790,156,946,29,1.3,0.15,959.668,60.512,746.877,112.03155,1270.437777,123.163649,1396.67578,126.2380032,8469.58518,44225.13832,69692.37408,0.6345764355
7,18,11,816,163,979,30,1.7,0.15,987.273,59.589,767.849,767.849,8707.40766,767.849,8707.40766,0,8707.40766,44225.13832,69692.37408,0.6345764355
7,18,12,830,162,992,31,2,0.15,946.107,57.622,741.506,741.506,8408.67804,741.506,8408.67804,0,8408.67804,44225.13832,69692.37408,0.6345764355
7,18,13,813,168,981,31,2.4,0.15,840.848,52.892,673.654,673.654,7639.23636,673.654,7639.23636,0,7639.23636,44225.13832,69692.37408,0.6345764355
7,18,14,794,160,954,31,2.5,0.15,690.275,48.657,564.904,564.904,6406.01136,564.904,6406.01136,0,6406.01136,44225.13832,69692.37408,0.6345764355
7,18,15,752,148,900,30,2.5,0.15,504.118,42.904,422.241,422.241,4788.21294,422.241,4788.21294,0,4788.21294,44225.13832,69692.37408,0.6345764355
7,18,16,406,221,627,30,2.2,0.15,295.316,37.892,237.377,237.377,2691.85518,237.377,2691.85518,0,2691.85518,44225.13832,69692.37408,0.6345764355
7,18,17,544,108,652,29,1.8,0.15,116.765,32.197,77.557,77.557,879.49638,77.557,879.49638,0,879.49638,44225.13832,69692.37408,0.6345764355
7,18,18,297,65,362,28,1.5,0.15,48.523,29.521,39.344,39.344,446.16096,39.344,446.16096,0,446.16096,44225.13832,69692.37408,0.6345764355
7,18,19,0,0,0,27,1.2,0.15,0,27,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,18,20,0,0,0,27,0.9,0.15,0,27,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,18,21,0,0,0,26,0.8,0.15,0,26,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,18,22,0,0,0,25,1.1,0.15,0,25,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,18,23,0,0,0,25,1.5,0.15,0,25,0,0,0,0,0,0,0,44225.13832,69692.37408,0.6345764355
7,19,0,0,0,0,25,1.8,0.15,0,25,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,1,0,0,0,24,1.9,0.15,0,24,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,2,0,0,0,24,1.8,0.15,0,24,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,3,0,0,0,24,1.7,0.15,0,24,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,4,0,0,0,24,1.5,0.15,0,24,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,5,0,0,0,24,1.5,0.15,0,24,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,6,0,45,45,26,1.6,0.15,45.263,27.382,36.453,5.46795,62.006553,36.453,413.37702,351.370467,413.37702,42521.99086,64194.5493,0.6623925446
7,19,7,281,130,411,27,1.5,0.15,340.79,37.762,296.795,44.51925,504.848295,93.87676399,1064.562504,559.7142086,3365.6553,42521.99086,64194.5493,0.6623925446
7,19,8,670,122,792,28,1.5,0.15,702.227,50.135,583.443,87.51645,992.436543,89.87379545,1019.16884,26.73229745,6616.24362,42521.99086,64194.5493,0.6623925446
7,19,9,743,143,886,29,1.5,0.15,860.346,56.036,688.813,103.32195,1171.670913,111.1741072,1260.714376,89.04346291,7811.13942,42521.99086,64194.5493,0.6623925446
7,19,10,804,145,949,30,1.6,0.15,961.508,59.49,751.922,112.7883,1279.019322,114.8879768,1302.829657,23.81033511,8526.79548,42521.99086,64194.5493,0.6623925446
7,19,11,825,153,978,31,1.8,0.15,978.454,59.71,761.027,761.027,8630.04618,761.027,8630.04618,0,8630.04618,42521.99086,64194.5493,0.6623925446
7,19,12,314,478,792,31,2.1,0.15,764.346,52.014,607.574,607.574,6889.88916,607.574,6889.88916,0,6889.88916,42521.99086,64194.5493,0.6623925446
7,19,13,446,408,854,31,2.3,0.15,754.228,50.966,604.485,604.485,6854.8599,604.485,6854.8599,0,6854.8599,42521.99086,64194.5493,0.6623925446
7,19,14,803,148,951,31,2.2,0.15,685.354,49.556,558.957,558.957,6338.57238,558.957,6338.57238,0,6338.57238,42521.99086,64194.5493,0.6623925446
7,19,15,471,276,747,31,2.1,0.15,469.429,43.95,388.89,388.89,4410.0126,388.89,4410.0126,0,4410.0126,42521.99086,64194.5493,0.6623925446
7,19,16,210,260,470,30,2,0.15,280.146,37.834,229.483,229.483,2602.33722,229.483,2602.33722,0,2602.33722,42521.99086,64194.5493,0.6623925446
7,19,17,222,156,378,29,1.7,0.15,136.027,33.006,106.558,106.558,1208.36772,106.558,1208.36772,0,1208.36772,42521.99086,64194.5493,0.6623925446
7,19,18,17,65,82,28,1.4,0.15,56.893,29.825,46.495,46.495,527.2533,46.495,527.2533,0,527.2533,42521.99086,64194.5493,0.6623925446
7,19,19,0,0,0,27,1.2,0.15,0,27,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,20,0,0,0,27,1.1,0.15,0,27,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,21,0,0,0,27,1,0.15,0,27,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,22,0,0,0,27,0.8,0.15,0,27,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,19,23,0,0,0,26,0.5,0.15,0,26,0,0,0,0,0,0,0,42521.99086,64194.5493,0.6623925446
7,20,0,0,0,0,26,0.3,0.15,0,26,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,1,0,0,0,26,0.4,0.15,0,26,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,2,0,0,0,25,0.6,0.15,0,25,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,3,0,0,0,25,0.9,0.15,0,25,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,4,0,0,0,25,1.1,0.15,0,25,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,5,0,0,0,25,1.2,0.15,0,25,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,6,255,50,305,26,1.3,0.15,196.409,32.432,165.71,24.8565,281.87271,27.16557377,308.0576066,26.18489656,1879.1514,38807.49449,58293.02052,0.6657314057
7,20,7,519,96,615,27,1.2,0.15,470.252,42.946,405.723,60.85845,690.134823,63.33237073,718.1890841,28.0542611,4600.89882,38807.49449,58293.02052,0.6657314057
7,20,8,653,125,778,28,1.2,0.15,691.485,51.374,571.405,85.71075,971.959905,91.80671594,1041.088159,69.12825374,6479.7327,38807.49449,58293.02052,0.6657314057
7,20,9,726,146,872,29,1.2,0.15,851.664,57.7,676.868,101.5302,1151.352468,113.3288165,1285.148779,133.7963113,7675.68312,38807.49449,58293.02052,0.6657314057
7,20,10,237,418,655,30,1.4,0.15,670.401,51.435,536.79,80.5185,913.07979,342.5621679,3884.654984,2971.575194,6087.1986,38807.49449,58293.02052,0.6657314057
7,20,11,187,481,668,31,1.8,0.15,672.286,50.646,536.628,536.628,6085.36152,536.628,6085.36152,0,6085.36152,38807.49449,58293.02052,0.6657314057
7,20,12,138,501,639,31,2.1,0.15,617.8,47.963,496.716,496.716,5632.75944,496.716,5632.75944,0,5632.75944,38807.49449,58293.02052,0.6657314057
7,20,13,373,429,802,31,2.5,0.15,713.304,49.181,575.105,575.105,6521.6907,575.105,6521.6907,0,6521.6907,38807.49449,58293.02052,0.6657314057
7,20,14,192,438,630,31,2.8,0.15,526.31,43.71,432.407,432.407,4903.49538,432.407,4903.49538,0,4903.49538,38807.49449,58293.02052,0.6657314057
7,20,15,314,336,650,30,3,0.15,445.076,40.409,372.585,372.585,4225.1139,372.585,4225.1139,0,4225.1139,38807.49449,58293.02052,0.6657314057
7,20,16,556,170,726,29,2.9,0.15,296.764,35.946,236.408,236.408,2680.86672,236.408,2680.86672,0,2680.86672,38807.49449,58293.02052,0.6657314057
7,20,17,389,131,520,28,2.4,0.15,122.76,31.07,89.465,89.465,1014.5331,89.465,1014.5331,0,1014.5331,38807.49449,58293.02052,0.6657314057
7,20,18,159,69,228,27,1.8,0.15,54.531,28.601,44.668,44.668,506.53512,44.668,506.53512,0,506.53512,38807.49449,58293.02052,0.6657314057
7,20,19,0,0,0,27,1.5,0.15,0,27,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,20,0,0,0,26,1.3,0.15,0,26,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,21,0,0,0,26,1.2,0.15,0,26,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,22,0,0,0,26,1,0.15,0,26,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,20,23,0,0,0,26,0.9,0.15,0,26,0,0,0,0,0,0,0,38807.49449,58293.02052,0.6657314057
7,21,0,0,0,0,25,0.7,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,1,0,0,0,25,0.6,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,2,0,0,0,25,0.6,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,3,0,0,0,25,0.6,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,4,0,0,0,25,0.5,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,5,0,0,0,25,0.3,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,6,115,49,164,26,0.4,0.15,121.7,31.055,101.084,15.1626,171.943884,30.20192683,342.4898502,170.5459662,1146.29256,33934.07181,36097.3179,0.9400718331
7,21,7,84,141,225,27,0.5,0.15,207.192,35.428,178.05,26.7075,302.86305,111.578,1265.29452,962.43147,2019.087,33934.07181,36097.3179,0.9400718331
7,21,8,23,204,227,28,0.6,0.15,221.513,36.713,186.304,27.9456,316.903104,167.4273833,1898.626526,1581.723422,2112.68736,33934.07181,36097.3179,0.9400718331
7,21,9,6,194,200,29,0.7,0.15,193.73,36.384,160.121,24.01815,272.365821,155.31737,1761.298976,1488.933155,1815.77214,33934.07181,36097.3179,0.9400718331
7,21,10,36,357,393,29,1.1,0.15,396.567,42.594,324.532,48.6798,552.028932,294.8038779,3343.075975,2791.047043,3680.19288,33934.07181,36097.3179,0.9400718331
7,21,11,26,369,395,30,1.7,0.15,390.893,41.651,319.361,319.361,3621.55374,319.361,3621.55374,0,3621.55374,33934.07181,36097.3179,0.9400718331
7,21,12,19,334,353,30,2.2,0.15,337.269,39.07,276.891,276.891,3139.94394,276.891,3139.94394,0,3139.94394,33934.07181,36097.3179,0.9400718331
7,21,13,213,485,698,30,2.5,0.15,631.6,46.08,513.43,513.43,5822.2962,513.43,5822.2962,0,5822.2962,33934.07181,36097.3179,0.9400718331
7,21,14,725,195,920,29,2.6,0.15,670.824,45.844,554.727,554.727,6290.60418,554.727,6290.60418,0,6290.60418,33934.07181,36097.3179,0.9400718331
7,21,15,265,348,613,29,2.6,0.15,430.107,39.782,360.371,360.371,4086.60714,360.371,4086.60714,0,4086.60714,33934.07181,36097.3179,0.9400718331
7,21,16,9,192,201,28,2.3,0.15,178.762,32.742,150.682,150.682,1708.73388,150.682,1708.73388,0,1708.73388,33934.07181,36097.3179,0.9400718331
7,21,17,0,38,38,27,2,0.15,35.984,28.017,29.308,29.308,332.35272,29.308,332.35272,0,332.35272,33934.07181,36097.3179,0.9400718331
7,21,18,0,37,37,26,1.7,0.15,35.04,27.051,28.324,28.324,321.19416,28.324,321.19416,0,321.19416,33934.07181,36097.3179,0.9400718331
7,21,19,0,0,0,26,1.5,0.15,0,26,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,20,0,0,0,25,1.8,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,21,0,0,0,25,2.2,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,22,0,0,0,25,2.5,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,21,23,0,0,0,25,2.4,0.15,0,25,0,0,0,0,0,0,0,33934.07181,36097.3179,0.9400718331
7,22,0,0,0,0,24,2,0.15,0,24,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,1,0,0,0,24,1.7,0.15,0,24,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,2,0,0,0,24,1.6,0.15,0,24,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,3,0,0,0,24,1.6,0.15,0,24,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,4,0,0,0,24,1.6,0.15,0,24,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,5,0,0,0,24,1.7,0.15,0,24,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,6,266,47,313,24,1.8,0.15,197.114,29.771,167.8,25.17,285.4278,25.19680511,285.73177,0.3039699681,1902.852,41826.47793,66673.71144,0.6273308779
7,22,7,541,89,630,25,1.7,0.15,475.685,39.395,416.81,62.5215,708.99381,58.88268254,667.72962,-41.26419,4726.6254,41826.47793,66673.71144,0.6273308779
7,22,8,682,113,795,26,1.2,0.15,700.099,49.67,583.179,87.47685,991.987479,82.89210943,939.996521,-51.99095802,6613.24986,41826.47793,66673.71144,0.6273308779
7,22,9,760,129,889,27,0.6,0.15,859.625,60.884,674.241,101.13615,1146.883941,97.8369955,1109.471529,-37.41241202,7645.89294,41826.47793,66673.71144,0.6273308779
7,22,10,805,139,944,28,0.4,0.15,955.139,67.819,719.894,107.9841,1224.539694,106.0013411,1202.055208,-22.48448591,8163.59796,41826.47793,66673.71144,0.6273308779
7,22,11,830,145,975,29,0.6,0.15,974.781,67.298,733.153,733.153,8313.95502,733.153,8313.95502,0,8313.95502,41826.47793,66673.71144,0.6273308779
7,22,12,840,147,987,30,0.9,0.15,934.735,63.84,713.296,713.296,8088.77664,713.296,8088.77664,0,8088.77664,41826.47793,66673.71144,0.6273308779
7,22,13,836,144,980,30,1.2,0.15,834.759,58.037,654.646,654.646,7423.68564,654.646,7423.68564,0,7423.68564,41826.47793,66673.71144,0.6273308779
7,22,14,421,363,784,30,1.6,0.15,610.467,48.668,495.074,495.074,5614.13916,495.074,5614.13916,0,5614.13916,41826.47793,66673.71144,0.6273308779
7,22,15,781,126,907,30,1.8,0.15,496.825,44.595,413.159,413.159,4685.22306,413.159,4685.22306,0,4685.22306,41826.47793,66673.71144,0.6273308779
7,22,16,714,111,825,29,1.8,0.15,290.664,37.329,225.244,225.244,2554.26696,225.244,2554.26696,0,2554.26696,41826.47793,66673.71144,0.6273308779
7,22,17,0,73,73,29,1.6,0.15,69.242,31.129,57.362,57.362,650.48508,57.362,650.48508,0,650.48508,41826.47793,66673.71144,0.6273308779
7,22,18,0,34,34,28,1.4,0.15,32.19,29.032,25.658,25.658,290.96172,25.658,290.96172,0,290.96172,41826.47793,66673.71144,0.6273308779
7,22,19,0,0,0,27,1.3,0.15,0,27,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,20,0,0,0,27,1.2,0.15,0,27,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,21,0,0,0,26,1,0.15,0,26,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,22,0,0,0,26,0.7,0.15,0,26,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,22,23,0,0,0,26,0.4,0.15,0,26,0,0,0,0,0,0,0,41826.47793,66673.71144,0.6273308779
7,23,0,0,0,0,26,0.2,0.15,0,26,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,1,0,0,0,26,0.3,0.15,0,26,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,2,0,0,0,25,0.6,0.15,0,25,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,3,0,0,0,25,0.7,0.15,0,25,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,4,0,0,0,25,0.7,0.15,0,25,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,5,0,0,0,25,0.6,0.15,0,25,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,6,308,43,351,26,0.5,0.15,210.589,34.493,176.016,26.4024,299.403216,21.56321368,244.5268431,-54.87637292,1996.02144,32340.81382,58049.60742,0.5571237301
7,23,7,580,80,660,27,0.6,0.15,489.935,46.436,417.483,62.62245,710.138583,50.604,573.84936,-136.289223,4734.25722,32340.81382,58049.60742,0.5571237301
7,23,8,713,102,815,28,0.7,0.15,708.56,55.252,576.77,86.5155,981.08577,72.18471166,818.5746302,-162.5111398,6540.5718,32340.81382,58049.60742,0.5571237301
7,23,9,785,117,902,29,0.9,0.15,868.914,60.58,682.733,102.40995,1161.328833,88.55849335,1004.253315,-157.0755184,7742.19222,32340.81382,58049.60742,0.5571237301
7,23,10,832,125,957,30,1.3,0.15,959.234,61.509,744.203,111.63045,1265.889303,97.20519854,1102.306951,-163.5823516,8439.26202,32340.81382,58049.60742,0.5571237301
7,23,11,851,133,984,31,1.8,0.15,983.453,59.862,764.833,764.833,8673.20622,764.833,8673.20622,0,8673.20622,32340.81382,58049.60742,0.5571237301
7,23,12,26,380,406,31,2.2,0.15,391.644,41.533,319.598,319.598,3624.24132,319.598,3624.24132,0,3624.24132,32340.81382,58049.60742,0.5571237301
7,23,13,14,279,293,31,2.4,0.15,275.776,38.14,226.104,226.104,2564.01936,226.104,2564.01936,0,2564.01936,32340.81382,58049.60742,0.5571237301
7,23,14,817,137,954,31,2.5,0.15,684.434,48.511,560.902,560.902,6360.62868,560.902,6360.62868,0,6360.62868,32340.81382,58049.60742,0.5571237301
7,23,15,152,360,512,30,2.6,0.15,388.723,39.739,324.239,324.239,3676.87026,324.239,3676.87026,0,3676.87026,32340.81382,58049.60742,0.5571237301
7,23,16,561,167,728,30,2.5,0.15,292.613,37.346,230.981,230.981,2619.32454,230.981,2619.32454,0,2619.32454,32340.81382,58049.60742,0.5571237301
7,23,17,591,90,681,29,2.3,0.15,100.922,31.452,63.384,63.384,718.77456,63.384,718.77456,0,718.77456,32340.81382,58049.60742,0.5571237301
7,23,18,369,53,422,28,1.8,0.15,39.609,29.162,31.767,31.767,360.23778,31.767,360.23778,0,360.23778,32340.81382,58049.60742,0.5571237301
7,23,19,0,0,0,27,1.6,0.15,0,27,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,20,0,0,0,27,1.5,0.15,0,27,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,21,0,0,0,26,1.3,0.15,0,26,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,22,0,0,0,26,1.2,0.15,0,26,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,23,23,0,0,0,26,1.2,0.15,0,26,0,0,0,0,0,0,0,32340.81382,58049.60742,0.5571237301
7,24,0,0,0,0,26,1.2,0.15,0,26,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,1,0,0,0,26,1.2,0.15,0,26,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,2,0,0,0,25,1.2,0.15,0,25,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,3,0,0,0,25,1.1,0.15,0,25,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,4,0,0,0,25,1,0.15,0,25,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,5,0,0,0,25,0.9,0.15,0,25,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,6,213,50,263,26,1,0.15,176.776,32.221,147.879,22.18185,251.542179,28.11387833,318.8113802,67.26920123,1676.94786,40370.72123,61169.3775,0.6599825415
7,24,7,466,108,574,27,1.2,0.15,444.073,42.055,383.825,57.57375,652.886325,72.21794425,818.9514878,166.0651628,4352.5755,40370.72123,61169.3775,0.6599825415
7,24,8,612,142,754,28,1.2,0.15,675.93,50.845,559.451,83.91765,951.626151,105.3607984,1194.791454,243.165303,6344.17434,40370.72123,61169.3775,0.6599825415
7,24,9,700,162,862,29,1.1,0.15,844.283,58.152,669.474,100.4211,1138.775274,125.8176195,1426.771805,287.996531,7591.83516,40370.72123,61169.3775,0.6599825415
7,24,10,510,324,834,30,0.8,0.15,860.359,61.976,662.258,99.3387,1126.500858,257.2800863,2917.556179,1791.055321,7510.00572,40370.72123,61169.3775,0.6599825415
7,24,11,786,178,964,30,0.8,0.15,971.019,66.1,733.601,733.601,8319.03534,733.601,8319.03534,0,8319.03534,40370.72123,61169.3775,0.6599825415
7,24,12,263,488,751,31,1.2,0.15,725.363,55.269,567.917,567.917,6440.17878,567.917,6440.17878,0,6440.17878,40370.72123,61169.3775,0.6599825415
7,24,13,77,461,538,31,1.7,0.15,496.632,45.807,401.263,401.263,4550.32242,401.263,4550.32242,0,4550.32242,40370.72123,61169.3775,0.6599825415
7,24,14,482,345,827,30,2.1,0.15,635.922,47.524,519.053,519.053,5886.06102,519.053,5886.06102,0,5886.06102,40370.72123,61169.3775,0.6599825415
7,24,15,785,122,907,30,2.3,0.15,493.672,43.118,412.913,412.913,4682.43342,412.913,4682.43342,0,4682.43342,40370.72123,61169.3775,0.6599825415
7,24,16,664,133,797,29,2.2,0.15,292.493,36.742,228.48,228.48,2590.9632,228.48,2590.9632,0,2590.9632,40370.72123,61169.3775,0.6599825415
7,24,17,506,107,613,28,1.9,0.15,109.464,30.955,74.336,74.336,842.97024,74.336,842.97024,0,842.97024,40370.72123,61169.3775,0.6599825415
7,24,18,319,56,375,27,1.6,0.15,41.709,28.277,33.675,33.675,381.8745,33.675,381.8745,0,381.8745,40370.72123,61169.3775,0.6599825415
7,24,19,0,0,0,27,1.5,0.15,0,27,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,20,0,0,0,27,1.4,0.15,0,27,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,21,0,0,0,26,1.4,0.15,0,26,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,22,0,0,0,26,1.4,0.15,0,26,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,24,23,0,0,0,26,1.4,0.15,0,26,0,0,0,0,0,0,0,40370.72123,61169.3775,0.6599825415
7,25,0,0,0,0,26,1.4,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,1,0,0,0,26,1.4,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,2,0,0,0,26,1.4,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,3,0,0,0,26,1.2,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,4,0,0,0,26,1.1,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,5,0,0,0,26,1,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,6,347,39,386,27,1,0.15,225.209,34.925,187.851,28.17765,319.534551,18.97976425,215.2305266,-104.3040244,2130.23034,35486.91034,53079.37614,0.6685630639
7,25,7,612,71,683,28,1.1,0.15,498.629,45.337,427.325,64.09875,726.879825,44.42177892,503.7429729,-223.1368521,4845.8655,35486.91034,53079.37614,0.6685630639
7,25,8,737,90,827,29,1.2,0.15,713.068,53.118,586.222,87.9333,997.163622,63.79683192,723.456074,-273.707548,6647.75748,35486.91034,53079.37614,0.6685630639
7,25,9,4,185,189,29,1.5,0.15,182.863,34.714,151.893,22.78395,258.369993,148.6783333,1686.0123,1427.642307,1722.46662,35486.91034,53079.37614,0.6685630639
7,25,10,581,256,837,30,1.7,0.15,861.637,55.829,682.781,102.41715,1161.410481,208.8314648,2368.14881,1206.738329,7742.73654,35486.91034,53079.37614,0.6685630639
7,25,11,31,384,415,30,2,0.15,410.993,41.507,336.512,336.512,3816.04608,336.512,3816.04608,0,3816.04608,35486.91034,53079.37614,0.6685630639
7,25,12,164,502,666,30,2.3,0.15,642.901,46.983,519.683,519.683,5893.20522,519.683,5893.20522,0,5893.20522,35486.91034,53079.37614,0.6685630639
7,25,13,295,465,760,30,2.6,0.15,679.73,47.004,551.925,551.925,6258.8295,551.925,6258.8295,0,6258.8295,35486.91034,53079.37614,0.6685630639
7,25,14,531,330,861,30,2.7,0.15,655.958,46.157,539.094,539.094,6113.32596,539.094,6113.32596,0,6113.32596,35486.91034,53079.37614,0.6685630639
7,25,15,125,357,482,29,2.7,0.15,372.425,38.163,312.166,312.166,3539.96244,312.166,3539.96244,0,3539.96244,35486.91034,53079.37614,0.6685630639
7,25,16,467,200,667,29,2.4,0.15,291.771,36.484,233.486,233.486,2647.73124,233.486,2647.73124,0,2647.73124,35486.91034,53079.37614,0.6685630639
7,25,17,156,158,314,28,2,0.15,136.601,31.809,110.636,110.636,1254.61224,110.636,1254.61224,0,1254.61224,35486.91034,53079.37614,0.6685630639
7,25,18,0,55,55,27,1.5,0.15,50.469,28.581,41.147,41.147,466.60698,41.147,466.60698,0,466.60698,35486.91034,53079.37614,0.6685630639
7,25,19,0,0,0,27,1.3,0.15,0,27,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,20,0,0,0,27,1.3,0.15,0,27,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,21,0,0,0,27,1.3,0.15,0,27,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,22,0,0,0,26,1.3,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,25,23,0,0,0,26,1.5,0.15,0,26,0,0,0,0,0,0,0,35486.91034,53079.37614,0.6685630639
7,26,0,0,0,0,26,1.6,0.15,0,26,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,1,0,0,0,26,1.7,0.15,0,26,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,2,0,0,0,26,1.7,0.15,0,26,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,3,0,0,0,25,1.8,0.15,0,25,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
